products,operation,sample,ms,private_bytes,gc0,gc1,gc2
20000,local_sale_transaction_no_network,19,5.948,200429568,126,103,12
20000,daily_csv_1_to_31_sales,19,0.602,200429568,127,103,12
20000,search_details_100,20,6.033,200429568,127,103,12
20000,local_sale_transaction_no_network,20,5.142,200429568,127,103,12
20000,daily_csv_1_to_31_sales,20,3.914,200429568,127,103,12
20000,search_details_100,21,6.194,200429568,127,103,12
20000,local_sale_transaction_no_network,21,6.323,200843264,127,103,12
20000,daily_csv_1_to_31_sales,21,3.055,200843264,127,103,12
20000,search_details_100,22,6.220,200843264,127,103,12
20000,local_sale_transaction_no_network,22,5.988,200843264,127,103,12
20000,daily_csv_1_to_31_sales,22,3.052,200843264,127,103,12
20000,search_details_100,23,6.237,200843264,127,103,12
20000,local_sale_transaction_no_network,23,5.409,200843264,127,103,12
20000,daily_csv_1_to_31_sales,23,2.869,200843264,127,103,12
20000,search_details_100,24,6.136,200843264,127,103,12
20000,local_sale_transaction_no_network,24,4.789,200843264,127,103,12
20000,daily_csv_1_to_31_sales,24,3.038,200843264,127,103,12
20000,search_details_100,25,6.407,200843264,127,103,12
20000,local_sale_transaction_no_network,25,5.224,200843264,127,103,12
20000,daily_csv_1_to_31_sales,25,2.958,200843264,127,103,12
20000,search_details_100,26,6.457,200843264,127,103,12
20000,local_sale_transaction_no_network,26,5.045,200843264,127,103,12
20000,daily_csv_1_to_31_sales,26,0.728,200843264,127,103,12
20000,search_details_100,27,5.857,200843264,127,103,12
20000,local_sale_transaction_no_network,27,6.309,200843264,127,103,12
20000,daily_csv_1_to_31_sales,27,2.696,200843264,127,103,12
20000,search_details_100,28,6.091,200843264,127,103,12
20000,local_sale_transaction_no_network,28,5.423,200843264,127,103,12
20000,daily_csv_1_to_31_sales,28,0.668,200843264,127,103,12
20000,search_details_100,29,6.227,200843264,127,103,12
20000,local_sale_transaction_no_network,29,5.002,200843264,127,103,12
20000,daily_csv_1_to_31_sales,29,2.915,200843264,127,103,12
20000,search_details_100,30,8.634,200843264,128,103,12
20000,local_sale_transaction_no_network,30,5.132,200843264,128,103,12
20000,daily_csv_1_to_31_sales,30,1.205,200843264,128,103,12
