products,operation,sample,ms,private_bytes,gc0,gc1,gc2
20000,pos_view_entry_first_in_process,0,428.401,114917376,231,230,2
20000,scan_500_view_bitmap,0,1868.302,176037888,272,267,7
20000,scan_500_view_bitmap,1,292.222,174977024,280,275,7
20000,scan_500_view_bitmap,2,303.320,176230400,289,284,8
20000,scan_500_view_bitmap,3,5114.906,189702144,313,307,10
20000,scan_500_view_bitmap,4,606.347,189456384,324,310,12
20000,scan_500_view_bitmap,5,639.429,189591552,334,313,13
20000,scan_500_view_bitmap,6,633.797,192126976,344,316,14
20000,scan_500_view_bitmap,7,640.484,190619648,354,318,15
20000,scan_500_view_bitmap,8,641.117,190824448,364,321,16
20000,scan_500_view_bitmap,9,634.581,192049152,373,323,16
20000,scan_500_view_bitmap,10,643.730,191045632,383,325,17
20000,scan_500_view_bitmap,11,630.680,191488000,391,327,17
20000,scan_500_view_bitmap,12,667.099,191213568,401,331,18
20000,scan_500_view_bitmap,13,703.260,192389120,411,332,19
20000,scan_500_view_bitmap,14,659.072,190943232,421,336,20
20000,scan_500_view_bitmap,15,698.366,191827968,431,337,21
20000,scan_500_view_bitmap,16,655.994,191270912,441,341,22
20000,scan_500_view_bitmap,17,786.633,191680512,451,342,23
20000,scan_500_view_bitmap,18,686.968,191307776,462,347,25
20000,scan_500_view_bitmap,19,697.898,191250432,471,348,25
20000,scan_500_view_bitmap,20,679.858,190386176,482,352,27
20000,scan_500_view_bitmap,21,642.055,193306624,491,355,27
20000,scan_500_view_bitmap,22,661.600,190439424,502,359,29
20000,scan_500_view_bitmap,23,684.460,193339392,511,362,29
20000,scan_500_view_bitmap,24,673.165,193724416,522,366,31
20000,scan_500_view_bitmap,25,673.137,190836736,532,369,32
20000,scan_500_view_bitmap,26,676.947,190840832,542,373,33
20000,scan_500_view_bitmap,27,642.079,190251008,552,376,34
20000,scan_500_view_bitmap,28,640.007,190443520,562,379,35
20000,scan_500_view_bitmap,29,645.523,190664704,572,382,36
20000,scan_500_view_bitmap,30,673.804,190414848,583,385,38
20000,search_details_100,0,11.915,190562304,583,385,38
20000,local_sale_transaction_no_network,0,91.274,191238144,583,385,38
20000,daily_csv_1_to_31_sales,0,3.217,191238144,583,385,38
20000,search_details_100,1,5.883,191238144,583,385,38
20000,local_sale_transaction_no_network,1,4.757,191238144,583,385,38
20000,daily_csv_1_to_31_sales,1,0.320,191238144,583,385,38
20000,search_details_100,2,5.952,191238144,583,385,38
20000,local_sale_transaction_no_network,2,6.657,191238144,583,385,38
20000,daily_csv_1_to_31_sales,2,0.396,191238144,583,385,38
20000,search_details_100,3,5.890,191238144,583,385,38
20000,local_sale_transaction_no_network,3,4.570,191238144,583,385,38
20000,daily_csv_1_to_31_sales,3,0.572,191238144,583,385,38
20000,search_details_100,4,6.277,191238144,583,385,38
20000,local_sale_transaction_no_network,4,5.225,191238144,583,385,38
20000,daily_csv_1_to_31_sales,4,0.410,191238144,583,385,38
20000,search_details_100,5,6.062,191238144,583,385,38
20000,local_sale_transaction_no_network,5,6.207,191238144,583,385,38
20000,daily_csv_1_to_31_sales,5,0.462,191238144,583,385,38
20000,search_details_100,6,5.947,191238144,583,385,38
20000,local_sale_transaction_no_network,6,4.758,191238144,583,385,38
20000,daily_csv_1_to_31_sales,6,0.423,191307776,583,385,38
20000,search_details_100,7,5.817,191438848,583,385,38
20000,local_sale_transaction_no_network,7,5.626,191569920,583,385,38
20000,daily_csv_1_to_31_sales,7,0.462,191635456,583,385,38
20000,search_details_100,8,6.060,191766528,583,385,38
20000,local_sale_transaction_no_network,8,5.055,191897600,583,385,38
20000,daily_csv_1_to_31_sales,8,0.454,192028672,583,385,38
20000,search_details_100,9,6.035,192094208,583,385,38
20000,local_sale_transaction_no_network,9,5.834,192290816,583,385,38
20000,daily_csv_1_to_31_sales,9,0.541,192356352,583,385,38
20000,search_details_100,10,6.208,192487424,584,386,38
20000,local_sale_transaction_no_network,10,5.680,189333504,584,386,38
20000,daily_csv_1_to_31_sales,10,0.411,189333504,584,386,38
20000,search_details_100,11,6.045,189333504,584,386,38
20000,local_sale_transaction_no_network,11,5.194,189333504,584,386,38
20000,daily_csv_1_to_31_sales,11,0.435,189333504,584,386,38
20000,search_details_100,12,5.974,189333504,584,386,38
20000,local_sale_transaction_no_network,12,5.113,189333504,584,386,38
20000,daily_csv_1_to_31_sales,12,0.417,189333504,584,386,38
20000,search_details_100,13,6.510,189255680,584,386,38
20000,local_sale_transaction_no_network,13,4.969,189255680,584,386,38
20000,daily_csv_1_to_31_sales,13,0.474,189255680,584,386,38
20000,search_details_100,14,5.854,189255680,584,386,38
20000,local_sale_transaction_no_network,14,4.966,189255680,584,386,38
20000,daily_csv_1_to_31_sales,14,0.445,189255680,584,386,38
20000,search_details_100,15,7.808,189255680,584,386,38
20000,local_sale_transaction_no_network,15,4.761,189255680,584,386,38
20000,daily_csv_1_to_31_sales,15,0.442,189255680,584,386,38
20000,search_details_100,16,6.794,189255680,584,386,38
20000,local_sale_transaction_no_network,16,3.986,189255680,584,386,38
20000,daily_csv_1_to_31_sales,16,0.533,189255680,584,386,38
20000,search_details_100,17,6.193,189255680,584,386,38
20000,local_sale_transaction_no_network,17,5.452,189255680,584,386,38
20000,daily_csv_1_to_31_sales,17,0.506,189255680,584,386,38
20000,search_details_100,18,5.921,189255680,584,386,38
20000,local_sale_transaction_no_network,18,5.029,189255680,584,386,38
