products,cycle,phase,elapsed_s,private_bytes,managed_bytes,handles,gdi,user,threads,gc0,gc1,gc2,dispatcher_ms,pending_dispatcher,cache_entries,image_lookups,scan_ms,render_ms
100000,4,Rows,134.747,305315840,62822172,655,30,41,37,979,885,60,0.246,15,500,0,40.437,132.948
100000,4,Rows,135.000,304435200,60342524,654,32,41,37,982,888,61,0.257,15,500,0,66.322,180.067
100000,4,Rows,135.199,304873472,62594860,654,34,41,37,983,889,61,0.719,15,500,0,46.665,144.660
100000,4,Rows,135.469,304263168,60252200,654,36,41,37,986,892,62,0.251,15,500,0,59.353,201.419
100000,4,Rows,135.696,304574464,60548368,654,38,41,37,988,894,62,0.237,15,500,0,73.328,150.306
100000,4,Rows,135.899,305037312,62837920,654,40,41,37,989,895,62,0.240,15,500,0,49.937,148.348
100000,4,Rows,136.184,304197632,60414348,654,42,41,37,992,898,63,0.335,15,500,0,69.681,207.800
100000,4,Grid,136.554,304279552,60384388,654,46,41,37,996,902,63,0.237,13,500,0,174.951,163.477
100000,4,Grid,136.748,305725440,63079340,654,28,41,37,997,903,63,0.772,13,500,0,48.142,141.669
100000,4,Grid,137.038,305156096,59934160,654,30,41,37,1000,906,64,1.040,13,500,0,58.018,223.677
100000,4,Grid,137.271,305627136,60598364,654,32,41,37,1002,908,64,0.254,13,500,0,74.843,151.986
100000,4,Grid,137.458,305786880,63046644,654,34,41,37,1003,909,64,0.235,13,500,0,43.625,137.490
100000,4,Grid,137.729,305000448,60336972,654,36,41,37,1006,912,65,0.257,13,500,0,70.636,196.529
100000,4,Grid,137.958,305565696,60721080,654,38,41,37,1008,914,65,0.290,13,500,0,74.074,151.487
100000,4,Grid,138.218,305860608,60523748,654,40,41,37,1010,916,66,0.288,13,500,0,43.543,210.620
100000,4,Grid,138.416,305238016,62524300,654,42,41,37,1012,918,66,0.343,13,500,0,67.465,127.068
100000,4,Grid,138.706,305405952,60021260,654,44,41,37,1015,921,67,0.253,13,500,0,75.369,205.502
100000,4,before_idle,140.839,314023936,57122348,691,30,43,37,1030,936,68,0.243,18,500,0,0.000,0.000
100000,4,after_idle,160.848,221663232,62048748,654,26,41,35,1127,1033,69,0.053,1,500,0,0.000,0.000
100000,5,Rows,163.871,281534464,100057840,658,27,41,37,1158,1062,71,0.280,1042,500,0,123.830,320.504
100000,5,Rows,164.011,280944640,102039768,658,28,41,37,1159,1063,71,0.211,823,500,0,7.930,128.187
100000,5,Rows,166.428,282034176,60592916,653,30,41,36,1176,1076,73,0.232,21,500,0,2198.112,215.518
100000,5,Rows,166.797,225824768,62340492,654,29,41,37,1178,1077,74,0.337,15,500,0,76.750,287.988
100000,5,Rows,166.992,225951744,62367260,655,30,41,37,1180,1079,74,0.251,15,500,0,72.829,118.481
100000,5,Rows,167.246,225976320,60532048,654,32,41,37,1183,1081,75,0.631,15,500,0,68.208,176.088
100000,5,Rows,167.465,226177024,60662664,654,34,41,37,1185,1083,75,0.239,15,500,0,66.546,148.676
100000,5,Rows,167.647,226541568,62999032,654,36,41,37,1186,1084,75,0.240,15,500,0,47.423,130.511
100000,5,Rows,167.924,225865728,60525288,654,38,41,37,1189,1086,76,0.250,15,500,0,76.509,196.332
100000,5,Rows,168.140,216846336,60664576,654,40,41,37,1191,1088,76,0.266,15,500,0,57.434,155.107
100000,5,Grid,168.546,225505280,60815808,654,44,41,37,1195,1091,77,0.247,13,500,0,178.163,189.742
