products,cycle,phase,elapsed_s,private_bytes,managed_bytes,handles,gdi,user,threads,gc0,gc1,gc2,dispatcher_ms,pending_dispatcher,cache_entries,image_lookups,scan_ms,render_ms,native_input_pending
100000,8,Grid,257.927,243396608,62447420,683,28,43,37,2092,1901,125,0.269,13,500,0,53.307,146.910,1
100000,8,Grid,258.197,243855360,60459496,683,30,43,37,2095,1903,126,0.266,13,500,0,81.848,184.288,1
100000,8,Grid,258.396,244056064,61091744,683,32,43,37,2097,1905,126,0.234,13,500,0,61.260,133.936,1
100000,8,Grid,258.644,244121600,59569400,683,34,43,37,2100,1907,127,0.276,13,500,0,68.339,176.637,1
100000,8,Grid,258.838,244543488,61661404,683,36,43,37,2101,1908,127,0.246,13,500,0,39.518,151.153,1
100000,8,Grid,259.091,244121600,60427500,683,38,43,37,2104,1910,128,0.275,13,500,0,74.623,174.247,1
100000,8,Grid,259.276,244121600,62545708,683,40,43,37,2105,1911,128,0.251,13,500,0,45.813,135.538,1
100000,8,Grid,259.536,244121600,60568540,683,42,43,37,2108,1913,129,0.241,13,500,0,75.981,179.743,1
100000,8,Grid,259.742,244637696,62045668,683,44,43,37,2110,1914,129,0.261,13,500,0,62.959,139.822,1
100000,8,before_idle,262.296,260292608,60211448,720,30,45,37,2124,1928,130,0.258,15,500,0,0.000,0.000,1
100000,8,after_idle,282.301,242434048,61272924,715,26,43,35,2222,2025,130,0.109,1,500,0,0.000,0.000,0
100000,9,Rows,285.168,303300608,120456160,687,27,43,37,2250,2052,131,0.288,1042,500,0,107.830,271.108,1
100000,9,Rows,285.330,304861184,99746232,687,28,43,37,2252,2054,132,0.287,819,500,0,20.293,136.743,1
100000,9,Rows,288.072,302587904,60488220,683,29,43,38,2271,2066,135,0.220,21,500,0,2528.372,210.299,1
100000,9,Rows,288.319,302944256,60676940,683,29,43,38,2273,2068,136,0.345,15,500,0,81.380,161.103,1
100000,9,Rows,288.525,302944256,62033820,683,30,43,38,2275,2069,136,0.238,15,500,0,73.753,129.049,1
100000,9,Rows,288.790,302403584,60547236,683,32,43,38,2278,2071,137,0.246,15,500,0,73.233,187.965,1
100000,9,Rows,289.025,302837760,60221896,683,34,43,38,2280,2073,137,0.243,15,500,0,81.035,150.287,1
100000,9,Rows,289.224,303644672,62650804,683,36,43,39,2281,2074,137,0.376,15,500,0,52.166,143.674,1
100000,9,Rows,289.488,302911488,60276640,683,38,43,39,2284,2076,138,0.343,15,500,0,59.346,200.895,1
100000,9,Rows,289.719,303521792,60276724,683,40,43,39,2286,2078,138,0.253,15,500,0,79.304,145.965,1
100000,9,Grid,290.135,303497216,60581952,683,44,43,39,2290,2081,139,0.293,13,500,0,188.622,190.117,1
100000,9,Grid,290.363,304439296,60828688,683,46,43,39,2292,2083,139,0.250,13,500,0,84.369,136.496,1
100000,9,Grid,290.569,305352704,63349008,683,28,43,39,2293,2084,139,0.368,13,500,0,57.303,144.841,1
100000,9,Grid,290.847,304734208,60599904,683,30,43,39,2296,2086,140,0.244,13,500,0,81.910,191.983,1
100000,9,Grid,291.078,304345088,61015808,683,32,43,39,2298,2088,140,0.242,13,500,0,73.550,153.526,1
100000,9,Grid,291.348,304631808,59631304,683,34,43,39,2301,2090,141,0.273,13,500,0,79.373,187.294,1
100000,9,Grid,291.540,305848320,61798832,683,36,43,39,2302,2091,141,0.263,13,500,0,41.194,146.965,1
100000,9,Grid,291.785,304701440,60601784,683,38,43,39,2305,2094,142,0.300,13,500,0,66.549,175.309,1
100000,9,Grid,291.990,305295360,63357076,683,40,43,39,2306,2095,142,0.645,13,500,0,77.886,121.657,1
100000,9,Grid,292.251,304730112,60184196,683,42,43,39,2309,2097,143,0.280,13,500,0,71.731,183.164,1
100000,9,before_idle,294.447,321052672,57193336,722,30,46,39,2323,2110,144,0.220,19,500,0,0.000,0.000,1
100000,9,after_idle,314.454,302256128,62890404,716,26,43,37,2425,2210,144,0.063,1,500,0,0.000,0.000,0
100000,10,Rows,317.156,318345216,119090704,688,27,43,39,2455,2238,146,0.289,1042,500,0,113.493,251.060,1
100000,10,Rows,319.496,323796992,60378644,682,27,43,38,2472,2252,148,0.238,21,500,0,2109.345,226.530,1
100000,10,Rows,319.731,324141056,61158840,683,28,43,39,2474,2254,148,0.332,15,500,0,75.300,155.872,1
100000,10,Rows,319.921,324431872,63343044,684,30,43,39,2475,2255,148,0.247,15,500,0,42.624,143.690,1
100000,10,Rows,320.188,323915776,60145840,683,32,43,39,2478,2257,149,0.249,15,500,0,73.086,190.487,1
100000,10,Rows,320.412,324079616,60663052,683,34,43,39,2480,2259,149,0.248,15,500,0,70.046,150.219,1
100000,10,Rows,320.591,324571136,62910568,683,36,43,39,2481,2260,149,0.328,15,500,0,37.410,138.446,1
100000,10,Rows,320.867,323809280,60360196,683,38,43,39,2484,2262,150,0.266,15,500,0,73.145,198.446,1
100000,10,Rows,321.098,324157440,60418396,683,40,43,39,2486,2264,150,0.263,15,500,0,68.255,158.361,1
100000,10,Rows,321.289,324759552,62724340,683,42,43,39,2487,2265,150,0.268,15,500,0,42.759,144.376,1
100000,10,Grid,321.813,245608448,62425684,683,46,43,39,2492,2268,152,0.258,13,500,0,222.243,285.096,1
100000,10,Grid,322.007,245612544,62454116,683,28,43,39,2494,2269,152,0.257,13,500,0,54.223,135.439,1
100000,10,Grid,322.257,245891072,60612824,683,30,43,39,2497,2271,153,0.271,13,500,0,68.433,177.165,1
100000,10,Grid,322.468,246439936,60432652,683,32,43,39,2499,2273,153,0.248,13,500,0,79.794,128.109,1
100000,10,Grid,322.637,247009280,62900644,683,34,43,39,2500,2274,153,0.433,13,500,0,34.269,130.188,1
100000,10,Grid,322.903,246886400,60615892,683,36,43,39,2503,2276,154,0.263,13,500,0,69.006,188.038,1
100000,10,Grid,323.114,247209984,60681984,683,38,43,39,2505,2278,154,0.254,13,500,0,60.459,147.253,1
100000,10,Grid,323.286,247635968,63100108,683,40,43,39,2506,2279,154,0.300,13,500,0,39.653,129.271,1
100000,10,Grid,323.551,247160832,60620080,683,42,43,39,2509,2281,155,0.271,13,500,0,68.129,192.609,1
100000,10,Grid,323.757,247599104,60958296,683,44,43,39,2511,2283,155,0.317,13,500,0,67.409,135.704,1
100000,10,before_idle,326.278,264704000,59124032,722,30,46,39,2527,2295,157,0.222,18,500,0,0.000,0.000,1
100000,10,after_idle,346.316,245764096,64602788,710,26,43,37,2625,2391,157,0.062,3,500,0,0.000,0.000,1
