products,cycle,phase,elapsed_s,private_bytes,managed_bytes,handles,gdi,user,threads,gc0,gc1,gc2,dispatcher_ms,pending_dispatcher,cache_entries,image_lookups,scan_ms,render_ms,native_input_pending
100000,4,Grid,120.855,312041472,74194140,667,34,43,39,1743,1474,67,0.179,106,500,0,53.131,99.514,1
100000,4,Grid,121.076,311394304,72161492,663,36,42,38,1746,1476,68,0.448,106,500,0,60.125,157.569,1
100000,4,Grid,121.244,311500800,72835488,659,38,42,36,1748,1478,68,0.188,106,500,0,55.885,108.593,1
100000,4,Grid,121.436,311808000,72724848,659,40,42,36,1750,1480,69,0.192,106,500,0,35.028,153.633,1
100000,4,before_idle,122.757,330170368,72602248,710,32,44,36,1765,1494,70,0.096,132,500,0,0.000,0.000,1
100000,4,after_idle,142.791,309051392,76161276,696,26,42,35,2028,1756,70,0.114,122,500,0,0.000,0.000,1
100000,5,Rows,144.932,332795904,133712772,663,27,42,36,2057,1784,71,0.257,1159,500,0,78.435,205.289,1
100000,5,Rows,145.067,333844480,121287276,663,28,42,36,2059,1786,72,0.247,912,500,0,20.786,110.480,1
100000,5,Rows,146.708,332771328,101477452,657,30,42,35,2075,1798,73,0.193,138,500,0,1528.319,109.685,1
100000,5,Rows,146.977,332926976,74752644,658,32,42,36,2078,1800,74,0.210,136,500,0,63.040,202.401,1
100000,5,Rows,147.162,333713408,75203684,658,29,42,36,2080,1802,74,0.191,131,500,0,61.722,120.195,1
100000,5,Rows,147.308,334168064,77595780,658,30,42,36,2081,1803,74,0.186,131,500,0,36.614,106.188,1
100000,5,Rows,147.531,333336576,74560352,658,32,42,36,2084,1805,75,0.192,131,500,0,54.359,164.878,1
100000,5,Rows,147.702,333717504,75243996,658,34,42,36,2086,1807,75,0.193,131,500,0,56.771,111.125,1
100000,5,Rows,147.850,334192640,77641880,658,36,42,36,2087,1808,75,0.195,131,500,0,36.113,109.485,1
100000,5,Rows,148.077,333352960,74748004,658,38,42,36,2090,1810,76,0.192,131,500,0,57.090,165.697,1
100000,5,Grid,148.370,333959168,75380764,658,42,42,36,2094,1812,76,0.194,130,500,0,144.040,111.850,1
100000,5,Grid,148.521,334630912,77847052,658,44,42,36,2095,1813,76,0.193,130,500,0,36.550,111.108,1
100000,5,Grid,148.746,333889536,74470224,658,46,42,36,2098,1815,77,0.199,129,500,0,57.159,165.115,1
100000,5,Grid,148.921,334204928,75616292,658,28,42,36,2100,1817,77,0.192,129,500,0,57.899,113.524,1
100000,5,Grid,149.120,334516224,74829508,658,30,42,36,2102,1819,78,0.194,129,500,0,58.806,137.177,1
100000,5,Grid,149.277,334520320,76886560,658,32,42,36,2104,1820,78,0.184,129,500,0,53.727,99.726,1
100000,5,Grid,149.500,333885440,74586000,658,34,42,36,2107,1822,79,0.203,129,500,0,54.718,165.224,1
100000,5,Grid,149.671,334192640,75460476,658,36,42,36,2109,1824,79,0.199,129,500,0,57.214,110.359,1
100000,5,Grid,149.899,336097280,74607580,658,38,42,36,2112,1827,80,0.236,129,500,0,34.951,190.269,1
100000,5,Grid,150.051,334499840,78100576,658,40,42,36,2113,1828,80,0.200,129,500,0,37.098,111.250,1
100000,5,before_idle,151.412,353787904,78008960,694,32,44,36,2128,1841,81,0.125,155,500,0,0.000,0.000,1
100000,5,after_idle,171.418,332730368,75974532,694,28,43,34,2392,2105,81,0.119,145,500,0,0.000,0.000,1
100000,6,Rows,173.612,343908352,127566036,666,27,43,36,2422,2133,83,0.243,1182,500,0,58.521,223.304,1
100000,6,Rows,173.708,347209728,132893436,666,28,43,36,2422,2133,83,0.237,941,500,0,7.854,85.374,1
100000,6,Rows,175.518,347361280,76883384,660,30,43,35,2440,2147,85,0.214,161,500,0,1661.138,145.529,1
100000,6,Rows,175.673,347926528,80639488,661,32,43,36,2441,2148,85,0.197,159,500,0,36.991,114.448,1
100000,6,Rows,175.869,347926528,76866556,661,29,43,36,2444,2151,86,0.202,154,500,0,57.894,134.404,1
